type,name
Psychic, Weavile
Water, Ditto
Water, Vanilluxe
Lightning, Electrode
Psychic, Nidorina
Grass, Golbat
Fire, Hariyama
Psychic, Beldum
Psychic, Cofagrigus
Fighting, Nidoking
Lightning, Magneton
Lightning, Metang δ
Water, Dragonite
Water, Latias-EX
Colorless, Raticate
Colorless, Eevee
Fire, Shelgon δ
Lightning, Beldum δ
Grass, Nuzleaf
Fighting, Sandshrew
Fire, Litleo
Psychic, Drifblim
Lightning, Dratini δ
Grass, Snover
Lightning, Shinx
Water, Gastrodon
Grass, Shroomish
Psychic, Pawniard
Fighting, Probopass G
Fighting, Klang
Psychic, Drowzee
Lightning, Magnemite
Grass, Vespiquen
Grass, Durant
Colorless, Fletchinder
Lightning, Magnezone
Psychic, Skorupi
Fire, Arcanine
Psychic, Poochyena
Fire, Camerupt
Water, Lapras
Fire, Combusken
Water, Palkia-EX
Water, Tympole
Water, Greninja
Lightning, Luxio
Psychic, Sableye
Psychic, Gengar-EX
Colorless, Clefable
Water, Floatzel
Colorless, Dunsparce
Colorless, Furfrou
Colorless, Raticate
Water, Gorebyss
Grass, Volbeat
Fire, Blaziken FB
Fire, Charizard G
Water, Manaphy-EX
Psychic, Banette
Grass, Muk ex
Grass, Grovyle
Grass, Vivillon
Fighting, Hariyama
Fire, Charizard G
Colorless, Chansey
Fire, Magmar
Lightning, Electrode
Water, Golduck
Colorless, Stantler
Colorless, Garchomp C
Colorless, Snubbull
Water, Totodile
Psychic, Natu
Psychic, Ralts
Fighting, Golem
Lightning, Minun
Grass, Cradily
Psychic, Hypno
Colorless, Rayquaza C
Grass, Muk
Water, Cloyster
Fighting, Graveler
Fire, Magmar
Fighting, Dialga
Grass, Grimer
Water, Omanyte
Grass, Tropius
Grass, Shelmet
Grass, Accelgor
Fighting, Wormadam Sandy Cloak
Fire, Entei-EX
Fire, Larvesta
Water, Huntail
Grass, Virizion-EX
Colorless, Farfetch'd
Colorless, Arceus
Colorless, Loudred
Water, Slowpoke
Water, Vaporeon
Water, Glaceon
Water, Palpitoad
Psychic, Sandile
Grass, Metapod
Water, Pelipper
Psychic, Cresselia
Colorless, Porygon2
Psychic, Darkrai-EX
Psychic, Zoroark
Fire, Litleo
Psychic, Seviper
Colorless, Chansey
Fighting, Sandygast
Colorless, Eevee
Fighting, Skarmory
Lightning, Pichu
Grass, Sunflora
Grass, Heracross
Psychic, Weezing
Grass, Genesect
Psychic, Darkrai
Water, Slowbro
Water, Slowbro
Colorless, Wigglytuff
Lightning, Pikachu
Water, Light Golduck
Grass, Genesect-EX
Colorless, Togetic
Water, Gyarados
Lightning, Light Jolteon
Fire, Light Ninetales
Grass, Masquerain
Fire, Larvesta
Water, Swampert
Colorless, Arceus
Water, Dratini
Colorless, Arceus
Fighting, Medicham
Water, Slowpoke
Water, Gible
Water, Gible
Grass, Weedle
Lightning, Eelektross
Colorless, Bouffalant
Colorless, Bibarel
Fighting, Croagunk
Water, Keldeo
Lightning, Jolteon
Grass, Sunflora
Water, Dragonair
Water, Bagon
Water, Wailmer
Fighting, Baltoy
Water, Feebas
Water, Salamence
Water, Marill
Grass, Bayleef
Water, Aurorus
Water, Latias
Colorless, Glameow
Water, Poliwag
Water, Articuno
Psychic, Xatu
Fighting, Larvitar
Grass, Oddish
Water, Remoraid
Water, Rayquaza
Fire, Houndour
Grass, Illumise
Colorless, Buneary
Water, Fraxure
Grass, Servine
Colorless, Lopunny
Fire, Braixen
Psychic, Koffing
Grass, Wormadam
Lightning, Pikachu
Psychic, Duosion
Water, Slowpoke
Fire, Volcarona
Fighting, Marowak
Fighting, Regirock-EX
Fighting, Wormadam
Water, Mudkip
Psychic, Stunky
Water, Pelipper
Fire, Rapidash
Psychic, Gastly
Grass, Tangela
Psychic, Absol
Colorless, Porygon
Water, Slowpoke
Colorless, Yungoos
Colorless, Altaria
Colorless, Snubbull
Fighting, Gallade
Water, Azumarill
Grass, Jumpluff
Colorless, Flygon
Lightning, Voltorb
Psychic, Dusknoir
Colorless, Type: Null
Fire, Flareon ex
Lightning, Jolteon ex
Lightning, Electivire
Colorless, Oranguru
Fighting, Golem
Grass, Sunflora
Fighting, Wormadam Trash Cloak
Psychic, Xatu
Water, Vaporeon ex
Colorless, Shelgon
Colorless, Smeargle
Water, Kyogre Star
Psychic, Carvanha
Colorless, Clefairy
Psychic, Unown Z
Colorless, Dratini
Colorless, Sentret
Fighting, Solrock
Grass, Venonat
Water, Kyogre & Groudon LEGEND
Fighting, Graveler
Water, Wartortle
Colorless, Swablu
Grass, Venomoth
Colorless, Togepi
Fire, Growlithe
Fighting, Mawile
Psychic, Houndoom
Lightning, Pelipper δ
Grass, Ledyba
Grass, Sunkern
Fighting, Phanpy
Fighting, Vibrava
Grass, Bulbasaur
Fighting, Diglett
Water, Mudkip
Psychic, Unown L
Psychic, Unown [L]
Colorless, Pidgeot
Colorless, Bagon
Grass, Bulbasaur
Fighting, Team Magma's Rhydon
Psychic, Team Magma's Mightyena
Grass, Gloom
Grass, Burmy Sandy Cloak
Lightning, Ampharos
Colorless, Shining Noctowl
Water, Azumarill
Water, Team Aqua's Carvanha
Fire, Charmander
Water, Feraligatr
Water, Kingdra
Psychic, Grimer
Water, Feraligatr
Grass, Meganium
Colorless, Jigglypuff
Psychic, Mew
Lightning, Magneton
Psychic, Azelf
Psychic, Mesprit
Water, Gyarados
Psychic, Mewtwo
Grass, Volbeat
Grass, Weedle
Water, Blastoise
Water, Psyduck
Water, Marshtomp
Lightning, Pichu
Psychic, Unown [J]
Psychic, Inkay
Psychic, Doublade
Fighting, Dialga
Grass, Ninjask
Water, Lapras
Colorless, Shelgon
Grass, Scyther
Lightning, Electabuzz
Psychic, Mew
Grass, Celebi
Psychic, Shuppet
Lightning, Team Aqua's Electrike
Lightning, Mareep
Colorless, Bagon
Colorless, Bagon
Colorless, Pidgey
Water, Remoraid
Lightning, Elekid
Water, Corphish
Psychic, Sneasel
Water, Suicune
Grass, Grimer
Water, Octillery
Water, Froslass
Lightning, Pikachu
Lightning, Magnemite
Fire, Arcanine
Colorless, Eevee
Lightning, Team Aqua's Manectric
Psychic, Team Aqua's Mightyena
Water, Seaking
Lightning, Pikachu
Grass, Nincada
Fire, Moltres
Water, Articuno
Lightning, Zapdos
Grass, Nincada
Grass, Golbat
Lightning, Minun
Fighting, Trapinch
Water, Team Aqua's Sealeo
Water, Relicanth
Colorless, Spinda
Water, Tirtouga
Psychic, Grumpig
Fire, Magmar
Grass, Wurmple
Fire, Ho-oh
Water, Suicune
Psychic, Team Magma's Baltoy
Water, Alolan Exeggutor
Water, Squirtle
Water, Palkia
Fighting, Sudowoodo
Psychic, Xatu
Fighting, Riolu
Grass, Chikorita
Psychic, Tyranitar
Colorless, Stantler
Grass, Cherrim
Lightning, Ampharos ex
Grass, Kakuna
Grass, Chikorita
Fire, Team Magma's Houndoom
Water, Horsea
Water, Dratini
Grass, Nuzleaf
Water, Remoraid
Fighting, Mankey
Water, Dratini
Water, Dragonair
Psychic, Girafarig
Water, Suicune & Entei LEGEND
Fire, Team Magma's Houndour
Water, Alolan Vulpix
Grass, Hoppip
Fire, Magcargo
Colorless, Doduo
Colorless, Hoothoot
Psychic, Houndoom
Grass, Vespiquen
Grass, Leafeon
Water, Dragonite
Colorless, Jigglypuff
Fighting, Metagross
Colorless, Eevee
Psychic, Honchkrow
Colorless, Dragonite ex
Fighting, Onix
Lightning, Pikachu
Fighting, Golem ex
Colorless, Latios ex
Lightning, Pikachu
Fighting, Onix
Colorless, Farfetch'd
Fire, Magcargo ex
Grass, Ivysaur
Grass, Breloom
Colorless, Rayquaza & Deoxys LEGEND
Grass, Spinarak
Psychic, Drapion
Water, Totodile
Water, Palkia & Dialga LEGEND
Psychic, Slowpoke
Water, Carracosta
Water, Mamoswine
Fighting, Solrock
Psychic, Spiritomb
Colorless, Rayquaza ex
Colorless, Dragonite
Psychic, Grumpig
Lightning, Electabuzz
Water, Team Aqua's Corphish
Colorless, Lickilicky
Colorless, Kangaskhan
Lightning, Team Aqua's Chinchou
Water, Kyurem-EX
Fire, Magby
Lightning, Tynamo
Colorless, Aipom
Water, Team Aqua's Corphish
Colorless, Tauros
Fighting, Bronzor
Fighting, Cubone
Fighting, Diglett
Lightning, Eelektross
Colorless, Aerodactyl
Water, Tentacool
Colorless, Swellow
Grass, Volbeat
Lightning, Voltorb
Psychic, Drifloon
Psychic, Darkrai & Cresselia LEGEND
Psychic, Deoxys
Lightning, Charmander (Delta Species)
Fire, Mew (Delta Species)
Water, Milotic
Fighting, Hitmontop
Psychic, Drifblim
Grass, Jumpluff
Fire, Ninetales
Colorless, Rayquaza
Psychic, Musharna
Psychic, Latios
Psychic, Jynx
Psychic, Golurk
Psychic, Smoochum
Psychic, Sigilyph
Fighting, Tyrogue
Fire, Typhlosion
Psychic, Team Aqua's Poochyena
Water, Team Aqua's Spheal
Grass, Bayleef
Psychic, Solosis
Grass, Metapod
Water, Qwilfish
Psychic, Reuniclus
Water, Mantine
Water, Barboach
Psychic, Drowzee
Psychic, Koffing
Fighting, Phanpy
Psychic, Golurk
Fighting, Throh
Grass, Sceptile
Fighting, Archeops
Water, Wooper
Water, Swampert
Psychic, Zorua
Psychic, Carvanha
Psychic, Metang
Water, Squirtle
Water, Kyogre
Colorless, Smeargle
Water, Politoed
Psychic, Hoopa
Colorless, Zangoose
Psychic, Tyranitar
Grass, Victreebel
Psychic, Houndoom
Psychic, Team Magma's Poochyena
Grass, Torterra
Grass, Beedrill
Psychic, Crobat
Fire, Camerupt
Psychic, Nidorina
Colorless, Dratini
Psychic, Absol
Grass, Butterfree
Colorless, Granbull
Water, Palkia & Dialga LEGEND
Fighting, Team Magma's Rhyhorn
Psychic, Houndour
Fighting, Lairon
Psychic, Hypno
Psychic, Unown
Psychic, Sableye
Water, Wingull
Fighting, Sandshrew
Fighting, Lucario
Fighting, Aggron
Psychic, Murkrow
Fighting, Pupitar
Fighting, Claydol
Water, Poliwrath
Water, Wooper
Water, Remoraid
Psychic, Golbat
Fire, Combusken
Fire, Charizard-EX
Grass, Zubat
Water, Aurorus-EX
Water, Wailord
Grass, Venusaur-EX
Fighting, Kabutops
Water, Snorunt
Fighting, Kabutops
Colorless, Swellow
Colorless, M Diancie-EX
Fire, Blaziken-EX
Fire, Torchic
Water, Glalie
Water, Wishiwashi
Lightning, Electrike
Lightning, Alolan Graveler
Lightning, Electrike
Lightning, Minun
Fighting, Jirachi-EX
Fighting, Larvitar
Fighting, Meditite
Fighting, Dialga
Water, Black Kyurem
Water, Tyrantrum-EX
Lightning, Heliolisk
Fire, Numel
Lightning, Pikachu
Water, Feraligatr
Psychic, Sableye
Psychic, Mewtwo
Psychic, Gothita
Psychic, Gothorita
Psychic, Tapu Lele-GX
Fighting, Machamp-EX
Psychic, Umbreon
Psychic, Meloetta
Water, Goomy
Psychic, Lunala
Colorless, Klefki
Psychic, Mewtwo-EX
Colorless, Swablu
Fighting, Machoke
Psychic, Wobbuffet BREAK
Water, Remoraid
Fighting, Gligar
Fire, Ho-Oh
Fire, Vulpix
Fighting, Barboach
Psychic, Umbreon
Colorless, Wigglytuff
Fighting, Gliscor
Fighting, Forretress
Colorless, Lugia
Fighting, Larvitar
Colorless, Zangoose
Fighting, Minior
Colorless, Lugia
Water, Gyarados-EX
Psychic, Misdreavus
Psychic, Absol
Fighting, Lucario
Fighting, Poliwrath
Colorless, Stantler
Psychic, Slowking
Fire, Bagon δ
Water, Ludicolo
Grass, Zubat
Psychic, Metagross
Fire, Magcargo
Colorless, Altaria ex
Fighting, Jirachi
Psychic, Deoxys ex
Psychic, Dusclops ex
Grass, Ninjask
Water, Lombre
Fighting, Solgaleo
Grass, Silcoon
Grass, Weezing
Colorless, Cottonee
Colorless, Bagon
Lightning, Raichu ex
Fighting, Lunatone
Water, Glalie
Fighting, Escavalier
Water, Shelgon
Water, Salamence
Water, Regice ex
Colorless, Taillow
Psychic, Sharpedo ex
Colorless, Rayquaza Star
Psychic, Alakazam
Fighting, Groudon
Grass, Beedrill
Lightning, Manectric ex
Colorless, Ditto
Fighting, Groudon
Water, Dialga-EX
Water, Palkia-EX
Fire, Arcanine
Colorless, Kangaskhan
Lightning, Electrode
Water, Haxorus
Grass, Illumise
Psychic, Chimecho
Psychic, Kirlia
Grass, Swalot
Fire, Rapidash
Water, Druddigon
Colorless, Kangaskhan
Colorless, Porygon2
Colorless, Loudred
Colorless, Porygon-Z
Grass, Sceptile ex
Fighting, Flygon
Fighting, Medicham ex
Colorless, Tauros
Fire, Camerupt
Fighting, Marshtomp
Water, Drampa
Psychic, Kadabra
Water, Goodra
Fire, Typhlosion
Psychic, Wobbuffet
Lightning, Manectric
Water, Squirtle
Psychic, Sableye
Colorless, Tauros
Fire, Torchic
Fighting, Cacturne δ
Water, Cloyster
Psychic, Dusclops
Colorless, Farfetch'd
Lightning, Fearow δ
Lightning, Raichu BREAK
Grass, Gulpin
Grass, Ivysaur
Water, Seel
Grass, Ivysaur
Colorless, Chansey
Colorless, Jigglypuff
Psychic, Hypno
Water, Lotad
Fire, Numel
Colorless, Spearow
Psychic, Jirachi ex
Lightning, Magneton
Water, Kyogre ex
Grass, Zubat
Fighting, Primeape
Grass, Crobat δ
Psychic, Espeon δ
Grass, Tangela
Colorless, Ursaring
Colorless, Teddiursa
Lightning, Latias δ
Fighting, Marowak δ
Grass, Kakuna
Grass, Metapod
Colorless, Stufful
Fire, Tyranitar δ
Psychic, Umbreon δ
Water, Vaporeon δ
Grass, Nidorina
Grass, Nidorino
Psychic, Hypno
Fighting, Onix
Colorless, Raticate
Water, Wishiwashi-GX
Colorless, Swellow
Grass, Venomoth
Lightning, Dragonair δ
Lightning, Jolteon
Colorless, Ursaring
Water, Wartortle
Grass, Volbeat
Psychic, Houndoom
Grass, Dark Weezing
Colorless, Wigglytuff
Water, Ditto
Fighting, Eevee δ
Grass, Ledian
Fighting, Metagross-GX
Grass, Scyther
Fire, Ponyta
Colorless, Taillow
Grass, Bulbasaur
Grass, Caterpie
Colorless, Porygon
Fighting, Groudon Star
Fighting, Metagross Star
Colorless, Doduo
Fire, Growlithe
Fighting, Nosepass
Lightning, Pikachu
Water, Kommo-o-GX
Fighting, Claydol
Colorless, Jigglypuff
Fire, Ponyta
Psychic, Nidoking δ
Water, Squirtle
Grass, Virizion-EX
Psychic, Duskull
Psychic, Poochyena
Grass, Genesect-EX
Fire, Charizard ex
Fighting, Seadra δ
Psychic, Vibrava δ
Psychic, Kirlia
Fire, Ralts δ
Fighting, Seadra δ
Psychic, Smeargle δ
Fighting, Larvitar
Fighting, Pupitar
Lightning, Electrode ex
Water, Gyarados ex
Psychic, Trapinch δ
Psychic, Mr. Mime ex
Fighting, Jirachi-EX
Psychic, Alolan Meowth
Fighting, Dark Primeape
Psychic, Mr. Mime ex
Water, Dialga-EX
Fighting, Kingdra ex δ
Grass, Venusaur ex
Grass, Virizion
Colorless, Porygon
Colorless, Snubbull
Fighting, Deoxys δ
Grass, Weedle
Water, Articuno ex
Fire, Turtonator-GX
Fire, Incineroar-GX
Colorless, Deoxys δ
Lightning, Deoxys δ
Psychic, Omastar δ
Grass, Kakuna
Grass, Beedrill
Fire, Blaziken
Fire, Latias δ
Psychic, Baltoy
Fire, Heatran
Fighting, Registeel
Grass, Exeggutor
Grass, Treecko
Water, Relicanth
Fire, Camerupt
Colorless, Holon's Castform
Grass, Cacnea
Grass, Cacturne
Lightning, Manectric
Fighting, Sharpedo δ
Psychic, Wobbuffet
Fighting, Magikarp δ
Psychic, Meowth δ
Lightning, Pikachu
Water, Palkia-GX
Fire, Flareon
Fire, Lampent
Water, Froakie
Water, Horsea
Psychic, Starmie
Water, Quagsire
Water, Glaceon
Fighting, Steelix
Water, Squirtle
Grass, Koffing
Psychic, Mew
Psychic, Dark Dragonair
Fighting, Kabuto
Colorless, Rattata
Water, Amaura
Colorless, Noctowl
Water, Omanyte
Lightning, Voltorb
Water, Dewpider
Lightning, Helioptile
Psychic, Nuzleaf
Water, Tentacruel
Fire, Blaine's Arcanine
Colorless, Persian
Grass, Grimer
Fire, Growlithe
Fighting, Machop
Fire, Blaine's Charizard
Psychic, Uxie
Psychic, Shuppet
Colorless, Skitty
Water, Tentacool
Fighting, Trapinch
Psychic, Meowstic
Colorless, Dunsparce
Psychic, Honedge
Fire, Brock's Ninetales
Grass, Vileplume
Grass, Wurmple
Fighting, Kabutops
Water, Giovanni's Gyarados
Colorless, Altaria
Fighting, Giovanni's Machamp
Psychic, Dragalge
Fighting, Armaldo
Psychic, Banette
Grass, Cradily
Fighting, Kabutops
Grass, Giovanni's Nidoking
Fighting, Machamp
Psychic, Dusclops
Psychic, Mightyena
Grass, Seviper
Colorless, Giovanni's Persian
Colorless, Chansey
Fighting, Anorith
Psychic, Cacturne
Fire, Charmeleon
Fire, Combusken
Fighting, Machoke
Grass, Koga's Beedrill
Fighting, Medicham
Psychic, Nuzleaf
Psychic, Sharpedo
Colorless, Shelgon
Fighting, Beldum
Colorless, Koga's Ditto
Water, Seismitoad
Psychic, Carvanha
Fire, Charmander
Psychic, Duskull
Lightning, Pikachu
Grass, Parasect
Water, Vanillish
Psychic, Shuppet
Grass, Tapu Bulu
Lightning, Lt. Surge's Raichu
Fire, Salazzle-GX
Colorless, Salamence ex
Water, Seadra
Water, Misty's Golduck
Psychic, Naganadel-GX
Fighting, Brock's Dugtrio
Grass, Giovanni's Pinsir
Grass, Weepinbell
Colorless, Dratini
Grass, Ekans
Grass, Jumpluff
Grass, Koga's Muk
Psychic, Dark Tyranitar
Psychic, Dark Dragonite
Grass, Grimer
Lightning, Lt. Surge's Jolteon
Fire, Dark Houndoom
Water, Horsea
Psychic, Sabrina's Gengar
Fighting, Heracross
Colorless, Dratini
Lightning, Mareep
Fighting, Infernape
Water, Sabrina's Golduck
Fighting, Brock's Graveler
Water, Marill
Colorless, Rattata
Colorless, Sentret
Fighting, Garchomp
Lightning, Luxio
Fire, Brock's Vulpix
Fire, Rapidash
Grass, Erika's Bellsprout
Grass, Erika's Bulbasaur
Water, Froakie
Fighting, Honedge
Colorless, Miltank
Grass, Wormadam Plant Cloak
Water, Slowbro
Colorless, Erika's Clefairy
Colorless, Porygon2
Fighting, Wormadam Sandy Cloak
Water, Kyurem
Colorless, Cleffa
Psychic, Pawniard
Psychic, Trapinch δ
Fighting, Giovanni's Machoke
Lightning, Chinchou
Grass, Beedrill G
Grass, Pineco
Grass, Burmy Plant Cloak
Fire, Quilava
Grass, Venusaur
Lightning, Lanturn
Psychic, Nidoqueen
Psychic, Nidorino
Grass, Burmy Sandy Cloak
Colorless, Flabébé
Colorless, Giovanni's Meowth
Lightning, Electrike
Psychic, Banette
Grass, Koga's Kakuna
Water, Lapras
Psychic, Gastly
Psychic, Grimer
Psychic, Metang
Grass, Koga's Koffing
Psychic, Sabrina's Hypno
Colorless, Wigglytuff
Colorless, Igglybuff
Colorless, Loudred
Fighting, Lairon
Fire, Blaine's Growlithe
Colorless, Granbull
Colorless, Exploud ex
Fighting, Blaine's Rhyhorn
Fighting, Brock's Diglett
Fighting, Brock's Geodude
Water, Swampert ex
Psychic, Ditto
Colorless, Giovanni's Meowth
Grass, Giovanni's Nidoran♀
Grass, Giovanni's Nidoran♂
Grass, Koga's Grimer
Grass, Koga's Koffing
Colorless, Persian
Fighting, Skarmory
Fighting, Holon's Magnemite
Colorless, Koga's Pidgey
Colorless, Igglybuff
Colorless, Latios Star
Grass, Pinsir
Psychic, Metagross
Psychic, Haunter
Psychic, Deoxys ex
Fire, Smoochum δ
Fire, Latias ex δ
Fighting, Solrock
Psychic, Flygon ex δ
Psychic, Rocket's Mewtwo ex
Grass, Koga's Zubat
Lightning, Lt. Surge's Pikachu
Psychic, Deoxys-EX
Fighting, Barboach
Fire, Numel
Fighting, Pichu δ
Fighting, Pikachu δ
Fighting, Mankey
Lightning, Zapdos
Fighting, Golem
Fighting, Hariyama
Psychic, Sneasel
Psychic, Weavile
Fighting, Machop
Lightning, Pikachu
Colorless, Dunsparce
Lightning, Electrode
Colorless, Furret
Fighting, Graveler
Fighting, Machoke
Lightning, Lt. Surge's Voltorb
Lightning, Magnemite
Lightning, Voltorb
Psychic, Banette ex
Fire, Slugma
Psychic, Gengar & Mimikyu-GX
Fighting, Registeel Star
Water, Regice Star
Fighting, Pikachu δ
Water, Misty's Horsea
Psychic, Rocket's Suicune ex
Water, Omastar
Colorless, Lt. Surge's Rattata
Psychic, Kirlia
Fighting, Aron
Grass, Lileep
Psychic, Wynaut
Colorless, Dragonair
Water, Greninja-GX
Lightning, Dark Electrode
Water, Vaporeon Star
Water, Misty's Magikarp
Lightning, Alolan Raichu
Water, Misty's Poliwag
Water, Misty's Psyduck
Psychic, Rocket's Meowth
Colorless, Furret
Water, Misty's Seel
Lightning, Pikachu
Psychic, Sabrina's Abra
Psychic, Gengar & Mimikyu-GX
Colorless, Clefable
Psychic, Natu
Colorless, Teddiursa
Water, Squirtle
Colorless, Sabrina's Porygon
Psychic, Absol
Water, Azumarill
Fire, Dark Charizard
Colorless, Blissey
Fire, Entei
Water, Kingdra
Fire, Ninetales
Fighting, Brock's Rhydon
Colorless, Erika's Clefable
Colorless, Erika's Dragonair
Psychic, Umbreon
Grass, Victreebel
Fire, Ho-Oh
Grass, Erika's Vileplume
Water, Wailmer
Fighting, Scizor
Lightning, Lt. Surge's Electabuzz
Water, Lugia
Lightning, Lt. Surge's Magneton
Lightning, Flaaffy
Grass, Skiploom
Colorless, Snubbull
Water, Misty's Tentacruel
Lightning, Pikachu
Grass, Nidorino
Fighting, Dark Machamp
Colorless, Eevee
Grass, Grimer
Water, Magikarp
Fighting, Brock's Golem
Water, Walrein ex
Fighting, Brock's Onix
Fighting, Brock's Rhyhorn
Fighting, Cubone
Psychic, Wobbuffet
Colorless, Hoothoot
Fighting, Brock's Sandslash
Fire, Houndour
Psychic, Dark Slowbro
Psychic, Mr. Mime
Lightning, Lt. Surge's Raichu
Colorless, Noctowl
Water, Gyarados
Fighting, Dialga
Fighting, Hitmonchan
Psychic, Mewtwo
Water, Misty's Tentacool
Water, Lugia
Colorless, Rocket's Snorlax
Psychic, Jirachi
Psychic, Krookodile
Water, Palkia
Fire, Magmar
Water, Poliwhirl
Grass, Bellsprout
Grass, Sabrina's Venomoth
Water, Feraligatr
Colorless, Granbull
Water, Poliwag
Colorless, Spearow
Water, Staryu
Grass, Meganium
Fighting, Brock's Geodude
Grass, Brock's Golbat
Lightning, Electrode
Psychic, Mewtwo
Fighting, Brock's Graveler
Fighting, Heatran
Colorless, Dark Dragonair
Fire, Typhlosion
Fighting, Hitmontop
Colorless, Meowth
Water, Seel
Colorless, Rattata
Water, Squirtle
Fire, Feebas δ
Water, Omastar
Water, Starmie
Water, Staryu
Water, Latias ◇
Colorless, Slakoth
Fighting, Sandslash
Psychic, Bisharp
Colorless, Dodrio
Psychic, Misdreavus
Colorless, Clefairy
Psychic, Slowbro
Colorless, Erika's Dratini
Fire, Blaine's Charmander
Water, Seadra
Psychic, Bisharp
Fire, Charmander
Colorless, Persian
Colorless, Snorlax
Psychic, Deino
Fighting, Steelix
Colorless, Clefable ex
Lightning, Magnemite
Fire, Ho-Oh
Grass, Erika's Venusaur
Psychic, Rocket's Mewtwo
Colorless, Tauros
Fire, Charmander
Colorless, Latias
Colorless, Latios
Colorless, Cleffa
Water, Dragonair
Grass, Koga's Arbok
Colorless, Hoothoot
Lightning, Voltorb
Fire, Dark Charizard
Grass, Zubat
Psychic, Smoochum
Colorless, Koga's Pidgeotto
Colorless, Blaine's Dodrio
Water, Lapras
Grass, Giovanni's Nidorino
Grass, Koga's Golbat
Colorless, Koga's Pidgey
Colorless, Rattata
Colorless, Starly
Fighting, Shuckle
Psychic, Sabrina's Drowzee
Colorless, Noctowl
Colorless, Miltank
Colorless, Staraptor
Colorless, Tornadus-EX
Lightning, Plusle
Lightning, Jolteon
Psychic, Mr. Mime
Grass, Pinsir
Grass, Jumpluff
Grass, Yanma
Grass, Seedot
Fire, Rapidash
Colorless, Wigglytuff
Fire, Flareon
Fire, Heatran-EX
Lightning, Minun
Lightning, Raikou
Colorless, Pidgeot
Fire, Infernape
Water, Vaporeon
Grass, Venomoth
Colorless, Wigglytuff
Colorless, Lickitung
Fire, Talonflame BREAK
Fire, Rapidash
Water, Seaking
Grass, Exeggcute
Fire, Pyroar BREAK
Fire, Entei
Water, Dragonite
Fighting, Rhyhorn
Colorless, Spearow
Water, Suicune
Colorless, Eevee
Fighting, Rhyhorn
Grass, Dark Golbat
Colorless, Porygon
Psychic, Dark Slowbro
Fire, Flareon
Fire, Ninetales
Lightning, Zapdos
Water, Seel
Psychic, Dark Hypno
Colorless, Porygon2
Grass, Erika's Exeggutor
Grass, Nidoking
Psychic, Slowpoke
Lightning, Voltorb
Grass, Tangela
Grass, Shuckle
Grass, Metapod
Fighting, Hitmonchan
Grass, Nidorina
Fire, Rapidash
Grass, Caterpie
Grass, Servine
Water, Dark Golduck
Grass, Grimer
Fighting, Hitmonlee
Fighting, Onix
Fighting, Sandshrew
Grass, Swadloon
Fire, Ponyta
Grass, Sewaddle
Grass, Erika's Gloom
Grass, Erika's Gloom
Psychic, Tyranitar ex
Fighting, Chimecho (Delta Species)
Psychic, Banette
Water, Articuno
Grass, Erika's Weepinbell
Grass, Crobat
Fighting, Forretress
Psychic, Gengar
Psychic, Gengar
Water, Gyarados
Colorless, Exploud
Fire, Typhlosion
Fighting, Tyrogue
Grass, Erika's Weepinbell
Colorless, Spearow
Colorless, Fearow
Fighting, Magcargo
Colorless, Lt. Surge's Spearow
Psychic, Jirachi
Water, Piloswine
Lightning, Raikou
Fighting, Poliwrath
Colorless, Pidgeotto
Water, Magikarp
Psychic, Misdreavus
Water, Misty's Psyduck
Psychic, Shiftry
Lightning, Electrode
Grass, Golbat
Water, Misty's Seaking
Water, Gorebyss
Colorless, Aipom
Grass, Grimer
Colorless, Cleffa
Grass, Heracross
Fighting, Rhyhorn
Fighting, Dusk Mane Necrozma
Water, Misty's Tentacool
Water, Huntail
Psychic, Sabrina's Jynx
Grass, Ledyba
Colorless, Teddiursa
Psychic, Sabrina's Slowbro
Grass, Masquerain
Colorless, Exploud
Fire, Blaine's Charmander
Grass, Venomoth
Grass, Zubat
Water, Rain Castform
Water, Snow-cloud Castform
Grass, Tangela
Fire, Arcanine
Colorless, Porygon2
Fighting, Beldum
Fire, Blaine's Growlithe
Fire, Blaine's Ponyta
Colorless, Dodrio
Colorless, Skitty
Lightning, Voltorb
Psychic, Deoxys
Fire, Blaine's Vulpix
Grass, Gloom
Colorless, Furret
Fighting, Marowak
Grass, Scyther
Grass, Spinarak
Fighting, Dialga
Psychic, Toxicroak
Fighting, Metang
Grass, Pinsir
Grass, Scyther
Grass, Pinsir
Fighting, Rhydon
Colorless, Pidgeotto
Colorless, Fearow
Water, Goldeen
Grass, Metapod
Psychic, Garbodor
Psychic, Starmie
Fighting, Brock's Geodude
Fighting, Dugtrio
Lightning, Electabuzz
Grass, Weedle
Psychic, Chandelure-EX
Grass, Arbok
Lightning, Thundurus-EX
Colorless, Dragonite
Fighting, Brock's Mankey
Grass, Tangela
Fighting, Brock's Mankey
Fighting, Brock's Onix
Grass, Koffing
Fighting, Riolu
Psychic, Deoxys-EX
Psychic, Baltoy
Psychic, Gengar
Fighting, Brock's Rhyhorn
Fighting, Brock's Sandshrew
Water, Latias-EX
Fighting, Dugtrio
Water, Latios-EX
Psychic, Beldum
Water, Azumarill
Fighting, Stunfisk
Fire, Typhlosion
Water, Clamperl
Grass, Vileplume
Lightning, Raichu
Colorless, Kangaskhan
Colorless, Noctowl
Grass, Shuckle
Colorless, Tornadus-EX
Fire, Cyndaquil
Colorless, Farfetch'd
Water, Empoleon
